"Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"Mozambique","Sub-Saharan Africa",2010,23390765,49.69692683,24.70825629
"Myanmar","East Asia & Pacific",2010,47963012,64.66209756,17.33110903
"Namibia","Sub-Saharan Africa",2010,2283289,62.07009756,269.431485
"Nepal","South Asia",2010,29959364,68.39482927,27.55314463
"Netherlands","Europe & Central Asia",2010,16615394,80.70243902,5683.063435
"New Zealand","East Asia & Pacific",2010,4367800,80.70243902,3266.817968
"Nicaragua","Latin America & Caribbean",2010,5788163,73.72921951,113.0850586
"Niger","Sub-Saharan Africa",2010,15511953,54.26563415,17.40364302
"Nigeria","Sub-Saharan Africa",2010,158423182,51.41002439,67.11868541
"Norway","Europe & Central Asia",2010,4889252,80.99756098,8038.694586
"Oman","Middle East & North Africa",2010,2782435,73.12460976,568.3341593
"Pakistan","South Asia",2010,173593383,65.19885366,28.03580786
"Panama","Latin America & Caribbean",2010,3516820,75.9742439,662.6548885
"Papua New Guinea","East Asia & Pacific",2010,6858266,62.44060976,56.73072022
"Paraguay","Latin America & Caribbean",2010,6454548,72.277,271.6098444
"Peru","Latin America & Caribbean",2010,29076512,73.76497561,258.1617078
"Philippines","East Asia & Pacific",2010,93260798,68.48431707,88.74407102
"Poland","Europe & Central Asia",2010,38183683,76.24634146,851.0791379
"Portugal","Europe & Central Asia",2010,10637346,79.02682927,2305.872722
"Qatar","Middle East & North Africa",2010,1758793,78.09758537,1488.595797
"Romania","Europe & Central Asia",2010,21438001,73.45853659,457.2307647
"Russian Federation","Europe & Central Asia",2010,142389000,68.80487805,670.3640455
"Rwanda","Sub-Saharan Africa",2010,10624005,55.05712195,55.22403979
"Samoa","East Asia & Pacific",2010,183081,72.30639024,204.0746573
"San Marino","Europe & Central Asia",2010,31534,83.15937916,3386.97909
"Sao Tome and Principe","Sub-Saharan Africa",2010,165397,64.34929268,94.13270702
"Saudi Arabia","Middle East & North Africa",2010,27448086,73.85041463,658.9520417
"Senegal","Sub-Saharan Africa",2010,12433728,58.95407317,59.5772784
"Serbia","Europe & Central Asia",2010,7291436,73.93658537,546.0264001
"Seychelles","Sub-Saharan Africa",2010,86525,73.45609756,368.1420211
"Sierra Leone","Sub-Saharan Africa",2010,5867536,47.40219512,67.73178528
"Singapore","East Asia & Pacific",2010,5076700,81.54146341,2004.787653
"Slovak Republic","Europe & Central Asia",2010,5430099,75.11219512,1445.142849
"Slovenia","Europe & Central Asia",2010,2048583,79.42195122,2064.487017
"Solomon Islands","East Asia & Pacific",2010,538148,67.46519512,93.43990154
"South Africa","Sub-Saharan Africa",2010,49991300,52.0814878,630.926093
"Spain","Europe & Central Asia",2010,46070971,81.62682927,2895.928746
"Sri Lanka","South Asia",2010,20653000,74.72260976,82.03527924
"St. Lucia","Latin America & Caribbean",2010,174000,74.43990244,527.9501329
"St. Vincent and the Grenadines","Latin America & Caribbean",2010,109333,72.11253659,292.9073293
"Sudan","Sub-Saharan Africa",2010,33603637,61.1082439,110.7765254
"Suriname","Latin America & Caribbean",2010,524636,70.33531707,472.0516443
"Swaziland","Sub-Saharan Africa",2010,1055506,48.34280488,242.6825464
"Sweden","Europe & Central Asia",2010,9378126,81.45121951,4708.388906
"Switzerland","Europe & Central Asia",2010,7824909,82.24634146,7699.161783
"Syrian Arab Republic","Middle East & North Africa",2010,20446609,75.70256098,96.58501045
"Tajikistan","Europe & Central Asia",2010,6878637,67.25990244,49.06823121
"Tanzania","Sub-Saharan Africa",2010,44841226,57.3874878,36.7589653
"Thailand","East Asia & Pacific",2010,69122234,73.92765854,179.1481965
"Timor-Leste","East Asia & Pacific",2010,1142502,61.99985366,44.68038609
"Togo","Sub-Saharan Africa",2010,6027798,56.58870732,39.11017399
"Tonga","East Asia & Pacific",2010,104058,72.15065854,172.2227015
"Trinidad and Tobago","Latin America & Caribbean",2010,1341465,69.755,976.5431982
"Tunisia","Middle East & North Africa",2010,10549100,74.60243902,241.3649283
"Turkey","Europe & Central Asia",2010,72752325,73.69665854,668.3650473
"Turkmenistan","Europe & Central Asia",2010,5041995,64.8635122,105.3740844
"Uganda","Sub-Saharan Africa",2010,33424683,53.61463415,44.00649717
"Ukraine","Europe & Central Asia",2010,45870700,70.27560976,234.353668
"United Arab Emirates","Middle East & North Africa",2010,7511690,76.57360976,1467.48791
"United Kingdom","Europe & Central Asia",2010,62262786,80.40243902,3494.731159
"United States","North America",2010,309349689,78.54146341,8232.875307
"Uruguay","Latin America & Caribbean",2010,3356584,76.23682927,947.7013153
"Uzbekistan","Europe & Central Asia",2010,28562400,68.001,79.92301058
"Vanuatu","East Asia & Pacific",2010,239651,70.8194878,149.2207621
"Venezuela, RB","Latin America & Caribbean",2010,28834000,74.12731707,719.5377285
"Vietnam","East Asia & Pacific",2010,86932500,74.8282439,82.78788554
"Yemen, Rep.","Middle East & North Africa",2010,24052514,65.03046341,79.94274913
"Zambia","Sub-Saharan Africa",2010,12926409,48.4554878,73.84426272
"Afghanistan","South Asia",2011,35320445,48.68058537,55.93483055
"Albania","Europe & Central Asia",2011,3215988,77.04226829,254.640384
"Algeria","Middle East & North Africa",2011,35980193,73.07990244,224.8231496
"Angola","Sub-Saharan Africa",2011,19618432,51.05931707,186.2564865
"Argentina","Latin America & Caribbean",2011,40764561,75.79765854,891.804497
"Armenia","Europe & Central Asia",2011,3100236,73.91602439,141.509592
"Australia","East Asia & Pacific",2011,22323900,81.84634146,5938.645599
"Austria","Europe & Central Asia",2011,8423635,81.03170732,5280.404359
"Azerbaijan","Europe & Central Asia",2011,9173082,70.65285366,356.923203
"Bahamas, The","Latin America & Caribbean",2011,347176,75.45226829,1722.98675
"Bahrain","Middle East & North Africa",2011,1323535,75.15626829,739.7077538
"Bangladesh","South Asia",2011,150493658,68.93736585,26.54390242
"Barbados","Latin America & Caribbean",2011,273925,76.73921951,1030.720031
"Belarus","Europe & Central Asia",2011,9473000,70.65121951,307.0540334
"Belgium","Europe & Central Asia",2011,11020952,80.48536585,4962.476878
"Belize","Latin America & Caribbean",2011,356600,76.05290244,262.1685759
"Benin","Sub-Saharan Africa",2011,9099922,56.01443902,36.70154249
"Bhutan","South Asia",2011,738267,67.28470732,93.01410362
"Bolivia","Latin America & Caribbean",2011,10088108,66.57736585,118.1245745
"Bosnia and Herzegovina","Europe & Central Asia",2011,3752228,75.55285366,492.6148699
"Botswana","Sub-Saharan Africa",2011,2030738,53.0184878,431.9145981
"Brazil","Latin America & Caribbean",2011,196655014,73.43521951,1120.555569
"Brunei Darussalam","East Asia & Pacific",2011,405938,78.06512195,993.4198655
"Bulgaria","Europe & Central Asia",2011,7348328,74.16341463,521.5292163
"Burkina Faso","Sub-Saharan Africa",2011,16967845,55.35790244,37.20643416
"Burundi","Sub-Saharan Africa",2011,8575172,50.33709756,23.36678817
"Cambodia","East Asia & Pacific",2011,14305183,62.97741463,51.21334429
"Cameroon","Sub-Saharan Africa",2011,20030362,51.57646341,68.23624319
"Canada","North America",2011,34483975,80.9292439,5629.726739
"Cape Verde","Sub-Saharan Africa",2011,500585,73.91678049,158.00302
"Central African Republic","Sub-Saharan Africa",2011,4486837,48.34560976,18.28159991
"Chad","Sub-Saharan Africa",2011,11525496,49.52326829,35.20264896
"Chile","Latin America & Caribbean",2011,17269525,79.0167561,1074.515221
"China","East Asia & Pacific",2011,1344130000,73.48563415,278.021295
"Colombia","Latin America & Caribbean",2011,46927125,73.64190244,431.9543077
"Comoros","Sub-Saharan Africa",2011,753943,61.04178049,42.54961719
"Congo, Dem. Rep.","Sub-Saharan Africa",2011,67757577,48.36931707,19.7316965
"Congo, Rep.","Sub-Saharan Africa",2011,4139748,57.35619512,87.37980795
"Costa Rica","Latin America & Caribbean",2011,4726575,79.31509756,942.870293
"Cote d'Ivoire","Sub-Saharan Africa",2011,20152894,55.4212439,79.42875358
"Croatia","Europe & Central Asia",2011,4403000,76.87560976,1137.935898
"Cuba","Latin America & Caribbean",2011,11253665,79.12563415,606.0802764
"Cyprus","Europe & Central Asia",2011,1116564,79.56285366,2123.186467
"Czech Republic","Europe & Central Asia",2011,10496088,77.87317073,1506.906354
"Denmark","Europe & Central Asia",2011,5570572,79.8,6647.72432
"Djibouti","Middle East & North Africa",2011,905564,57.90917073,105.1983178
"Dominican Republic","Latin America & Caribbean",2011,10056181,73.4375122,295.6880921
"Ecuador","Latin America & Caribbean",2011,14666055,75.63039024,331.5144939
"Egypt, Arab Rep.","Middle East & North Africa",2011,82536770,73.20190244,136.5764367
"El Salvador","Latin America & Caribbean",2011,6227491,71.94514634,251.1445624
"Equatorial Guinea","Sub-Saharan Africa",2011,720213,51.13687805,1236.14519
"Eritrea","Sub-Saharan Africa",2011,5415280,61.41707317,13.90215235
"Estonia","Europe & Central Asia",2011,1339928,76.12682927,986.8619099
"Ethiopia","Sub-Saharan Africa",2011,84734262,59.24309756,16.61212131
"Fiji","East Asia & Pacific",2011,868406,69.34931707,167.8423599
"Finland","Europe & Central Asia",2011,5388272,80.47073171,4325.464023
"France","Europe & Central Asia",2011,65433714,81.66829268,4952.002687
"Gabon","Sub-Saharan Africa",2011,1534262,62.69129268,358.2957317
"Gambia, The","Sub-Saharan Africa",2011,1776103,58.48470732,27.41435267
"Germany","Europe & Central Asia",2011,81797673,80.74146341,4874.993952
"Ghana","Sub-Saharan Africa",2011,24965816,64.22431707,75.01824965
"Greece","Europe & Central Asia",2011,11300410,80.74390244,2864.195583
"Grenada","Latin America & Caribbean",2011,104890,75.82707317,478.704911
"Guatemala","Latin America & Caribbean",2011,14757316,71.07221951,213.9411447
"Guinea","Sub-Saharan Africa",2011,10221808,54.0922439,29.73075363
"Guinea-Bissau","Sub-Saharan Africa",2011,1547061,48.11258537,37.1760234
"Guyana","Latin America & Caribbean",2011,756040,69.8625122,199.7889652
"Haiti","Latin America & Caribbean",2011,10123787,62.06190244,57.65941416
"Honduras","Latin America & Caribbean",2011,7754687,73.11321951,192.8565895
"Hungary","Europe & Central Asia",2011,9971727,74.85853659,1084.803502
"Iceland","Europe & Central Asia",2011,319014,82.35853659,3985.879602
"India","South Asia",2011,1241491960,65.47826829,59.10269985
"Indonesia","East Asia & Pacific",2011,242325638,69.3192439,94.99104839
"Iran, Islamic Rep.","Middle East & North Africa",2011,74798599,72.99941463,346.30983
"Iraq","Middle East & North Africa",2011,32961959,68.9845122,331.5914431
"Ireland","Europe & Central Asia",2011,4576317,80.49512195,4542.399862
"Israel","Middle East & North Africa",2011,7765900,81.75609756,2426.140354
"Italy","Europe & Central Asia",2011,60723603,82.08780488,3435.633028
"Jamaica","Latin America & Caribbean",2011,2706500,73.07639024,270.3806301
"Jordan","Middle East & North Africa",2011,6181000,73.42887805,392.1156799
"Kazakhstan","Europe & Central Asia",2011,16558676,68.89341463,454.9488504
"Kenya","Sub-Saharan Africa",2011,41609728,57.08087805,36.24655913
"Korea, Rep.","East Asia & Pacific",2011,49779000,80.86585366,1616.324562
"Kuwait","Middle East & North Africa",2011,2818042,74.72834146,1500.486581
"Kyrgyz Republic","Europe & Central Asia",2011,5514600,69.60243902,71.2541595
"Lao PDR","East Asia & Pacific",2011,6288037,67.43236585,36.73979439
"Latvia","Europe & Central Asia",2011,2058184,73.57560976,840.8783054
"Lebanon","Middle East & North Africa",2011,4259405,72.58721951,622.034511
"Lesotho","Sub-Saharan Africa",2011,2193843,47.98373171,141.1034534
"Liberia","Sub-Saharan Africa",2011,4128572,56.74285366,54.89786126
"Libya","Middle East & North Africa",2011,6422772,74.95019512,397.87885
"Lithuania","Europe & Central Asia",2011,3030173,73.56341463,875.3829665
"Luxembourg","Europe & Central Asia",2011,518252,80.98780488,8797.643273
"Macedonia, FYR","Europe & Central Asia",2011,2063893,74.78807317,333.7665299
"Madagascar","Sub-Saharan Africa",2011,21315135,66.69568293,18.98427964
"Malawi","Sub-Saharan Africa",2011,15380888,54.13636585,30.92533919
"Malaysia","East Asia & Pacific",2011,28859154,74.26085366,346.0052115
"Maldives","South Asia",2011,320081,76.88290244,544.7357902
"Mali","Sub-Saharan Africa",2011,15839538,51.37207317,44.57224449
"Mauritania","Sub-Saharan Africa",2011,3541540,58.54670732,57.70641911
"Mauritius","Sub-Saharan Africa",2011,1286051,73.26682927,510.0047091
"Mexico","Latin America & Caribbean",2011,114793341,76.8895122,619.617479
"Micronesia, Fed. Sts.","East Asia & Pacific",2011,111542,68.94812195,382.6216415
"Moldova","Europe & Central Asia",2011,3559000,69.21246341,223.5764875
"Mongolia","East Asia & Pacific",2011,2800114,68.48817073,160.7005347
"Montenegro","Europe & Central Asia",2011,632261,74.50414634,663.7079588
"Morocco","Middle East & North Africa",2011,32272974,72.13190244,185.8933578
"Mozambique","Sub-Saharan Africa",2011,23929708,50.15060976,35.21715223
"Myanmar","East Asia & Pacific",2011,48336763,65.15017073,22.53757956
"Namibia","Sub-Saharan Africa",2011,2324004,62.33241463,282.881507
"Nepal","South Asia",2011,30485798,68.72592683,33.00474145
"Netherlands","Europe & Central Asia",2011,16693074,81.20487805,5994.988981
"New Zealand","East Asia & Pacific",2011,4405200,80.90487805,3665.631965
"Nicaragua","Latin America & Caribbean",2011,5869859,73.99609756,124.9771079
"Niger","Sub-Saharan Africa",2011,16068994,54.69092683,20.1126977
"Nigeria","Sub-Saharan Africa",2011,162470737,51.86312195,79.56188641
"Norway","Europe & Central Asia",2011,4953088,81.29512195,8987.258478
"Oman","Middle East & North Africa",2011,2846145,73.34180488,598.164518
"Pakistan","South Asia",2011,176745364,65.44890244,29.70314417
"Panama","Latin America & Caribbean",2011,3571185,76.14782927,702.6019275
"Papua New Guinea","East Asia & Pacific",2011,7013829,62.80080488,78.87109943
"Paraguay","Latin America & Caribbean",2011,6568290,72.48470732,351.9052781
"Peru","Latin America & Caribbean",2011,29399817,73.97636585,288.9545898
"Philippines","East Asia & Pacific",2011,94852030,68.75729268,96.51169397
"Poland","Europe & Central Asia",2011,38534157,76.74634146,898.9781903
"Portugal","Europe & Central Asia",2011,10556999,80.72195122,2310.616129
"Qatar","Middle East & North Africa",2011,1870041,78.24921951,1775.978211
"Romania","Europe & Central Asia",2011,21384832,74.51219512,499.7196141
"Russian Federation","Europe & Central Asia",2011,142960000,69.00487805,806.7040633
"Rwanda","Sub-Saharan Africa",2011,10942950,55.39458537,62.71904216
"Samoa","East Asia & Pacific",2011,183874,72.5432439,248.3096586
"San Marino","Europe & Central Asia",2011,31735,83.32321508,3600.17836
"Sao Tome and Principe","Sub-Saharan Africa",2011,168526,64.59204878,117.440958
"Saudi Arabia","Middle East & North Africa",2011,28082541,74.05836585,757.7178666
"Senegal","Sub-Saharan Africa",2011,12767556,59.27219512,66.97238283
"Serbia","Europe & Central Asia",2011,7258745,74.58536585,622.0537667
"Seychelles","Sub-Saharan Africa",2011,86000,73.45609756,438.5623021
"Sierra Leone","Sub-Saharan Africa",2011,5997486,47.77636585,68.54460848
"Singapore","East Asia & Pacific",2011,5183700,81.89268293,2286.378387
"Slovak Republic","Europe & Central Asia",2011,5398384,75.95853659,1533.830711
"Slovenia","Europe & Central Asia",2011,2052843,79.97073171,2218.499941
"Solomon Islands","East Asia & Pacific",2011,552267,67.86331707,133.9894477
"South Africa","Sub-Saharan Africa",2011,50586757,52.61478049,689.2723278
"Spain","Europe & Central Asia",2011,46174601,82.32682927,3026.653212
"Sri Lanka","South Asia",2011,20869000,74.90197561,96.55183249
"St. Lucia","Latin America & Caribbean",2011,176000,74.611,503.4238748
"St. Vincent and the Grenadines","Latin America & Caribbean",2011,109365,72.29541463,309.9962003
"Sudan","Sub-Saharan Africa",2011,34318385,61.44773171,103.5297028
"Suriname","Latin America & Caribbean",2011,529419,70.58060976,459.001732
"Swaziland","Sub-Saharan Africa",2011,1067773,48.65892683,264.8108064
"Sweden","Europe & Central Asia",2011,9449213,81.80243902,5330.774723
"Switzerland","Europe & Central Asia",2011,7912398,82.69512195,9120.810167
"Syrian Arab Republic","Middle East & North Africa",2011,20820311,75.84380488,101.055021
"Tajikistan","Europe & Central Asia",2011,6976958,67.53573171,54.0804213
"Tanzania","Sub-Saharan Africa",2011,46218486,58.15121951,37.32506423
"Thailand","East Asia & Pacific",2011,69518555,74.09119512,201.837618
"Timor-Leste","East Asia & Pacific",2011,1175880,62.46102439,46.3088211
"Togo","Sub-Saharan Africa",2011,6154813,57.02658537,44.88491818
"Tonga","East Asia & Pacific",2011,104509,72.2862439,219.2025958
"Trinidad and Tobago","Latin America & Caribbean",2011,1346350,69.96336585,955.9557336
"Tunisia","Middle East & North Africa",2011,10673800,74.75365854,266.5948911
"Turkey","Europe & Central Asia",2011,73639596,73.94417073,696.2334946
"Turkmenistan","Europe & Central Asia",2011,5105301,64.99787805,129.071217
"Uganda","Sub-Saharan Africa",2011,34509205,54.0742439,42.40052896
"Ukraine","Europe & Central Asia",2011,45706100,70.80926829,263.0403097
"United Arab Emirates","Middle East & North Africa",2011,7890924,76.74253659,1639.87147
"United Kingdom","Europe & Central Asia",2011,62744081,80.75365854,3608.645442
"United States","North America",2011,311591917,78.64146341,8607.875672
"Uruguay","Latin America & Caribbean",2011,3368595,76.41219512,1104.925379
